numeral;form;homogenious_parts;pair_numerals;definiteness;adjectives;source
tri;inanim;yes_inanim;no;medium;no;sketchengine
tri;inanim;no;no;medium;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;no;high;no;sketchengine
tri;inanim;no;yes;low;no;sketchengine
tri;inanim;no;yes;low;yes;sketchengine
tri;inanim;no;yes;low;no;sketchengine
tri;inanim;yes_anim;yes;low;no;sketchengine
tri;inanim;no;yes;low;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_inanim;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;yes_anim;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;yes_anim;yes;low;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_inanim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_inanim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;yes;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;yes_anim;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;medium;no;sketchengine
tri;anim;no;no;high;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;yes;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;yes_anim;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;no;yes;low;yes;sketchengine
tri;anim;no;yes;low;yes;sketchengine
tri;anim;no;yes;low;no;sketchengine
tri;anim;yes_anim;yes;low;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;high;yes;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;medium;no;sketchengine
chetyre;inanim;no;no;high;no;sketchengine
chetyre;inanim;no;yes;low;no;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;yes_anim;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;yes_inanim;no;high;no;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;yes_anim;no;high;yes;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;yes_anim;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;yes;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;medium;yes;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;yes_anim;no;high;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;no;no;medium;no;sketchengine
chetyre;anim;no;no;high;no;sketchengine
chetyre;anim;yes_inanim;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;anim;no;no;high;no;sketchengine
oba;inanim;no;no;high;no;sketchengine
oba;inanim;no;no;high;no;sketchengine
